Type,Name,E_day,E_month,H_day,H_month
ESA,NSLandcoversaESA4,1,1,31,12
ESA,NSLandcoversaESA5,1,1,31,12
ESA,NSLandcoversaESA6,16,3,22,10
ESA,NSLandcoversaESA7,16,3,22,10
ESA,NSLandcoversaESA8,1,1,31,12
ESA,NSLandcoversaESA9,1,1,31,12
ESA,OrchardESA1,16,4,15,10
ESA,OrchardESA10a,1,3,10,11
ESA,OrchardESA10b,1,3,10,11
ESA,OrchardESA11a,1,4,16,11
ESA,OrchardESA11b,1,4,16,11
ESA,OrchardESA12a,1,4,16,11
ESA,OrchardESA12b,1,4,16,11
ESA,OrchardESA13,1,4,16,11
ESA,OrchardESA14,1,4,16,11
ESA,OrchardESA15a,16,1,13,9
ESA,OrchardESA15b,16,1,13,9
ESA,OrchardESA16a,16,1,13,9
ESA,OrchardESA16b,16,1,13,9
ESA,OrchardESA17a,1,4,31,10
ESA,OrchardESA17b,1,4,31,10
ESA,OrchardESA18a,16,1,13,9
ESA,OrchardESA18b,16,1,13,9
ESA,OrchardESA19a,1,4,31,10
ESA,OrchardESA19b,1,4,31,10
ESA,OrchardESA2,16,4,15,10
ESA,OrchardESA20a,16,1,13,9
ESA,OrchardESA20b,16,1,13,9
ESA,OrchardESA21,1,1,31,12
ESA,OrchardESA3,1,4,25,10
ESA,OrchardESA4,1,5,21,7
ESA,OrchardESA5,16,4,15,10
ESA,OrchardESA6,1,4,25,10
ESA,OrchardESA7,1,5,21,7
ESA,OrchardESA8,1,4,25,10
ESA,OrchardESA9,1,5,21,7
ESA,OrchardsaESA1,16,4,15,10
ESA,OrchardsaESA10a,1,3,10,11
ESA,OrchardsaESA10b,1,3,10,11
ESA,OrchardsaESA11a,1,4,16,11
ESA,OrchardsaESA11b,1,4,16,11
ESA,OrchardsaESA12a,1,4,16,11
ESA,OrchardsaESA12b,1,4,16,11
ESA,OrchardsaESA13,1,4,16,11
ESA,OrchardsaESA14,1,4,16,11
ESA,OrchardsaESA15a,16,1,13,9
ESA,OrchardsaESA15b,16,1,13,9
ESA,OrchardsaESA16a,16,1,13,9
ESA,OrchardsaESA16b,16,1,13,9
ESA,OrchardsaESA17a,1,4,31,10
ESA,OrchardsaESA17b,1,4,31,10
ESA,OrchardsaESA18a,16,1,13,9
ESA,OrchardsaESA18b,16,1,13,9
ESA,OrchardsaESA19a,1,4,31,10
ESA,OrchardsaESA19b,1,4,31,10
ESA,OrchardsaESA2,16,4,15,10
ESA,OrchardsaESA20a,16,1,13,9
ESA,OrchardsaESA20b,16,1,13,9
ESA,OrchardsaESA21,1,1,31,12
ESA,OrchardsaESA3,1,4,25,10
ESA,OrchardsaESA4,1,5,21,7
ESA,OrchardsaESA5,16,4,15,10
ESA,OrchardsaESA6,1,4,25,10
ESA,OrchardsaESA7,1,5,21,7
ESA,OrchardsaESA8,1,4,25,10
ESA,OrchardsaESA9,1,5,21,7
ESA,OtherCropESA1,1,6,30,8
ESA,OtherCropESA10a,1,6,30,8
ESA,OtherCropESA10b,1,6,30,8
ESA,OtherCropESA11a,1,9,1,8
ESA,OtherCropESA11b,1,9,1,8
ESA,OtherCropESA12a,1,9,1,8
ESA,OtherCropESA12b,1,9,1,8
ESA,OtherCropESA13,1,9,1,8
ESA,OtherCropESA14,1,9,1,8
ESA,OtherCropESA15a,1,9,1,8
ESA,OtherCropESA15b,1,9,1,8
ESA,OtherCropESA16a,1,9,1,8
ESA,OtherCropESA16b,1,9,1,8
ESA,OtherCropESA17a,1,9,1,7
ESA,OtherCropESA17b,1,9,1,7
ESA,OtherCropESA18a,1,11,1,5
ESA,OtherCropESA18b,1,11,1,5
ESA,OtherCropESA19a,1,9,1,7
ESA,OtherCropESA19b,1,9,1,7
ESA,OtherCropESA2,1,4,1,11
ESA,OtherCropESA20a,1,2,15,12
ESA,OtherCropESA20b,1,2,15,12
ESA,OtherCropESA3,1,4,28,8
ESA,OtherCropESA4,1,4,1,11
ESA,OtherCropESA5,1,6,30,8
ESA,OtherCropESA6,1,4,28,8
ESA,OtherCropESA7,1,6,30,8
ESA,OtherCropESA8,1,9,1,8
ESA,OtherCropESA9,1,6,30,8
ESA,OtherCropsaESA1,1,6,30,8
ESA,OtherCropsaESA10a,1,6,30,8
ESA,OtherCropsaESA10b,1,6,30,8
ESA,OtherCropsaESA11a,1,9,1,8
ESA,OtherCropsaESA11b,1,9,1,8
ESA,OtherCropsaESA12a,1,9,1,8
ESA,OtherCropsaESA12b,1,9,1,8
ESA,OtherCropsaESA13,1,9,1,8
ESA,OtherCropsaESA14,1,9,1,8
ESA,OtherCropsaESA15a,1,9,1,8
ESA,OtherCropsaESA15b,1,9,1,8
ESA,OtherCropsaESA16a,1,9,1,8
ESA,OtherCropsaESA16b,1,9,1,8
ESA,OtherCropsaESA17a,1,9,1,7
ESA,OtherCropsaESA17b,1,9,1,7
ESA,OtherCropsaESA18a,1,11,1,5
ESA,OtherCropsaESA18b,1,11,1,5
ESA,OtherCropsaESA19a,1,9,1,7
ESA,OtherCropsaESA19b,1,9,1,7
ESA,OtherCropsaESA2,1,4,1,11
ESA,OtherCropsaESA20a,1,2,15,12
ESA,OtherCropsaESA20b,1,2,15,12
ESA,OtherCropsaESA3,1,4,28,8
ESA,OtherCropsaESA4,1,4,1,11
ESA,OtherCropsaESA5,1,6,30,8
ESA,OtherCropsaESA6,1,4,28,8
ESA,OtherCropsaESA7,1,6,30,8
ESA,OtherCropsaESA8,1,9,1,8
ESA,OtherCropsaESA9,1,6,30,8
ESA,OtherGrainESA1,16,4,1,11
ESA,OtherGrainESA10a,20,5,1,10
ESA,OtherGrainESA10b,20,5,1,10
ESA,OtherGrainESA11a,16,10,17,6
ESA,OtherGrainESA11b,16,10,17,6
ESA,OtherGrainESA12a,16,10,17,6
ESA,OtherGrainESA12b,16,10,17,6
ESA,OtherGrainESA13,1,6,30,8
ESA,OtherGrainESA14,1,6,30,8
ESA,OtherGrainESA15a,1,6,30,8
ESA,OtherGrainESA15b,1,6,30,8
ESA,OtherGrainESA16a,1,6,30,8
ESA,OtherGrainESA16b,1,6,30,8
ESA,OtherGrainESA17a,1,9,1,7
ESA,OtherGrainESA17b,1,9,1,7
ESA,OtherGrainESA18a,1,1,15,6
ESA,OtherGrainESA18b,1,1,15,6
ESA,OtherGrainESA19a,1,9,1,7
ESA,OtherGrainESA19b,1,9,1,7
ESA,OtherGrainESA2,16,4,1,11
ESA,OtherGrainESA20a,1,1,31,12
ESA,OtherGrainESA20b,1,1,31,12
ESA,OtherGrainESA3,1,1,31,12
ESA,OtherGrainESA4,1,6,30,8
ESA,OtherGrainESA5,20,5,1,10
ESA,OtherGrainESA6,1,4,28,8
ESA,OtherGrainESA7,1,6,30,8
ESA,OtherGrainESA8,1,1,31,12
ESA,OtherGrainESA9,16,5,25,8
ESA,OtherGrainsaESA1,16,4,1,11
ESA,OtherGrainsaESA10a,20,5,1,10
ESA,OtherGrainsaESA10b,20,5,1,10
ESA,OtherGrainsaESA11a,16,10,17,6
ESA,OtherGrainsaESA11b,16,10,17,6
ESA,OtherGrainsaESA12a,16,10,17,6
ESA,OtherGrainsaESA12b,16,10,17,6
ESA,OtherGrainsaESA13,1,6,30,8
ESA,OtherGrainsaESA14,1,6,30,8
ESA,OtherGrainsaESA15a,1,6,30,8
ESA,OtherGrainsaESA15b,1,6,30,8
ESA,OtherGrainsaESA16a,1,6,30,8
ESA,OtherGrainsaESA16b,1,6,30,8
ESA,OtherGrainsaESA17a,1,9,1,7
ESA,OtherGrainsaESA17b,1,9,1,7
ESA,OtherGrainsaESA18a,1,1,15,6
ESA,OtherGrainsaESA18b,1,1,15,6
ESA,OtherGrainsaESA19a,1,9,1,7
ESA,OtherGrainsaESA19b,1,9,1,7
ESA,OtherGrainsaESA2,16,4,1,11
ESA,OtherGrainsaESA20a,1,1,31,12
ESA,OtherGrainsaESA20b,1,1,31,12
ESA,OtherGrainsaESA3,1,1,31,12
ESA,OtherGrainsaESA4,1,6,30,8
ESA,OtherGrainsaESA5,20,5,1,10
ESA,OtherGrainsaESA6,1,4,28,8
ESA,OtherGrainsaESA7,1,6,30,8
ESA,OtherGrainsaESA8,1,1,31,12
ESA,OtherGrainsaESA9,16,5,25,8
ESA,OtherRowESA1,1,6,5,10
ESA,OtherRowESA10a,10,5,20,10
ESA,OtherRowESA10b,10,5,20,10
ESA,OtherRowESA11a,25,5,20,10
ESA,OtherRowESA11b,25,5,20,10
ESA,OtherRowESA12a,1,3,1,7
ESA,OtherRowESA12b,1,3,1,7
ESA,OtherRowESA13,1,3,1,7
ESA,OtherRowESA14,1,3,1,7
ESA,OtherRowESA15a,1,3,1,7
ESA,OtherRowESA15b,1,3,1,7
ESA,OtherRowESA16a,1,3,1,7
ESA,OtherRowESA16b,1,3,1,7
ESA,OtherRowESA17a,1,4,1,9
ESA,OtherRowESA17b,1,4,1,9
ESA,OtherRowESA18a,1,1,8,4
ESA,OtherRowESA18b,1,1,8,4
ESA,OtherRowESA2,1,5,21,7
ESA,OtherRowESA20a,1,1,1,5
ESA,OtherRowESA20b,1,1,1,5
ESA,OtherRowESA3,16,5,10,10
ESA,OtherRowESA4,30,4,15,8
ESA,OtherRowESA5,16,5,10,10
ESA,OtherRowESA6,25,4,17,9
ESA,OtherRowESA7,1,5,20,10
ESA,OtherRowESA8,10,4,31,7
ESA,OtherRowESA9,16,5,15,10
ESA,OtherRowsaESA1,1,6,5,10
ESA,OtherRowsaESA10a,10,5,20,10
ESA,OtherRowsaESA10b,10,5,20,10
ESA,OtherRowsaESA11a,25,5,20,10
ESA,OtherRowsaESA11b,25,5,20,10
ESA,OtherRowsaESA12a,1,3,1,7
ESA,OtherRowsaESA12b,1,3,1,7
ESA,OtherRowsaESA13,1,3,1,7
ESA,OtherRowsaESA14,1,3,1,7
ESA,OtherRowsaESA15a,1,3,1,7
ESA,OtherRowsaESA15b,1,3,1,7
ESA,OtherRowsaESA16a,1,3,1,7
ESA,OtherRowsaESA16b,1,3,1,7
ESA,OtherRowsaESA17a,1,4,1,9
ESA,OtherRowsaESA17b,1,4,1,9
ESA,OtherRowsaESA18a,1,1,8,4
ESA,OtherRowsaESA18b,1,1,8,4
ESA,OtherRowsaESA2,1,5,21,7
ESA,OtherRowsaESA20a,1,1,1,5
ESA,OtherRowsaESA20b,1,1,1,5
ESA,OtherRowsaESA3,16,5,10,10
ESA,OtherRowsaESA4,30,4,15,8
ESA,OtherRowsaESA5,16,5,10,10
ESA,OtherRowsaESA6,25,4,17,9
ESA,OtherRowsaESA7,1,5,20,10
ESA,OtherRowsaESA8,10,4,31,7
ESA,OtherRowsaESA9,16,5,15,10
ESA,OtherTreeESA1,1,6,15,10
ESA,OtherTreeESA10a,1,1,31,12
ESA,OtherTreeESA10b,1,1,31,12
ESA,OtherTreeESA11a,1,1,31,12
ESA,OtherTreeESA11b,1,1,31,12
ESA,OtherTreeESA12a,1,4,16,11
ESA,OtherTreeESA12b,1,4,16,11
ESA,OtherTreeESA13,1,4,16,11
ESA,OtherTreeESA14,1,4,16,11
ESA,OtherTreeESA15a,1,1,31,12
ESA,OtherTreeESA15b,1,1,31,12
ESA,OtherTreeESA16a,1,1,31,12
ESA,OtherTreeESA16b,1,1,31,12
ESA,OtherTreeESA17a,1,1,31,12
ESA,OtherTreeESA17b,1,1,31,12
ESA,OtherTreeESA18a,16,1,13,9
ESA,OtherTreeESA18b,16,1,13,9
ESA,OtherTreeESA19a,1,1,31,12
ESA,OtherTreeESA19b,1,1,31,12
ESA,OtherTreeESA2,16,4,15,10
ESA,OtherTreeESA20a,1,1,31,12
ESA,OtherTreeESA20b,1,1,31,12
ESA,OtherTreeESA21,1,1,31,12
ESA,OtherTreeESA3,1,1,31,12
ESA,OtherTreeESA4,1,5,21,7
ESA,OtherTreeESA5,16,4,15,10
ESA,OtherTreeESA6,1,4,25,10
ESA,OtherTreeESA7,1,1,31,12
ESA,OtherTreeESA8,1,1,31,12
ESA,OtherTreeESA9,1,5,21,7
ESA,OtherTreesaESA1,1,6,15,10
ESA,OtherTreesaESA10a,1,1,31,12
ESA,OtherTreesaESA10b,1,1,31,12
ESA,OtherTreesaESA11a,1,1,31,12
ESA,OtherTreesaESA11b,1,1,31,12
ESA,OtherTreesaESA12a,1,4,16,11
ESA,OtherTreesaESA12b,1,4,16,11
ESA,OtherTreesaESA13,1,4,16,11
ESA,OtherTreesaESA14,1,4,16,11
ESA,OtherTreesaESA15a,1,1,31,12
ESA,OtherTreesaESA15b,1,1,31,12
ESA,OtherTreesaESA16a,1,1,31,12
ESA,OtherTreesaESA16b,1,1,31,12
ESA,OtherTreesaESA17a,1,1,31,12
ESA,OtherTreesaESA17b,1,1,31,12
ESA,OtherTreesaESA18a,16,1,13,9
ESA,OtherTreesaESA18b,16,1,13,9
ESA,OtherTreesaESA19a,1,1,31,12
ESA,OtherTreesaESA19b,1,1,31,12
ESA,OtherTreesaESA2,16,4,15,10
ESA,OtherTreesaESA20a,1,1,31,12
ESA,OtherTreesaESA20b,1,1,31,12
ESA,OtherTreesaESA21,1,1,31,12
ESA,OtherTreesaESA3,1,1,31,12
ESA,OtherTreesaESA4,1,5,21,7
ESA,OtherTreesaESA5,16,4,15,10
ESA,OtherTreesaESA6,1,4,25,10
ESA,OtherTreesaESA7,1,1,31,12
ESA,OtherTreesaESA8,1,1,31,12
ESA,OtherTreesaESA9,1,5,21,7
ESA,RangelandESA1,1,6,30,8
ESA,RangelandESA10a,1,6,30,8
ESA,RangelandESA10b,1,6,30,8
ESA,RangelandESA11a,1,9,1,8
ESA,RangelandESA11b,1,9,1,8
ESA,RangelandESA12a,1,9,1,8
ESA,RangelandESA12b,1,9,1,8
ESA,RangelandESA13,1,9,1,8
ESA,RangelandESA14,1,9,1,8
ESA,RangelandESA15a,1,9,1,8
ESA,RangelandESA15b,1,9,1,8
ESA,RangelandESA16a,1,9,1,8
ESA,RangelandESA16b,1,9,1,8
ESA,RangelandESA17a,1,9,1,7
ESA,RangelandESA17b,1,9,1,7
ESA,RangelandESA18a,1,11,1,5
ESA,RangelandESA18b,1,11,1,5
ESA,RangelandESA19a,1,9,1,7
ESA,RangelandESA19b,1,9,1,7
ESA,RangelandESA2,1,4,1,11
ESA,RangelandESA20a,1,2,15,12
ESA,RangelandESA20b,1,2,15,12
ESA,RangelandESA21,1,2,15,12
ESA,RangelandESA3,1,4,28,8
ESA,RangelandESA4,1,4,1,11
ESA,RangelandESA5,1,6,30,8
ESA,RangelandESA6,1,4,28,8
ESA,RangelandESA7,1,6,30,8
ESA,RangelandESA8,1,9,1,8
ESA,RangelandESA9,1,6,30,8
ESA,RangelandsaESA1,1,6,30,8
ESA,RangelandsaESA10a,1,6,30,8
ESA,RangelandsaESA10b,1,6,30,8
ESA,RangelandsaESA11a,1,9,1,8
ESA,RangelandsaESA11b,1,9,1,8
ESA,RangelandsaESA12a,1,9,1,8
ESA,RangelandsaESA12b,1,9,1,8
ESA,RangelandsaESA13,1,9,1,8
ESA,RangelandsaESA14,1,9,1,8
ESA,RangelandsaESA15a,1,9,1,8
ESA,RangelandsaESA15b,1,9,1,8
ESA,RangelandsaESA16a,1,9,1,8
ESA,RangelandsaESA16b,1,9,1,8
ESA,RangelandsaESA17a,1,9,1,7
ESA,RangelandsaESA17b,1,9,1,7
ESA,RangelandsaESA18a,1,11,1,5
ESA,RangelandsaESA18b,1,11,1,5
ESA,RangelandsaESA19a,1,9,1,7
ESA,RangelandsaESA19b,1,9,1,7
ESA,RangelandsaESA2,1,4,1,11
ESA,RangelandsaESA20a,1,2,15,12
ESA,RangelandsaESA20b,1,2,15,12
ESA,RangelandsaESA21,1,2,15,12
ESA,RangelandsaESA3,1,4,28,8
ESA,RangelandsaESA4,1,4,1,11
ESA,RangelandsaESA5,1,6,30,8
ESA,RangelandsaESA6,1,4,28,8
ESA,RangelandsaESA7,1,6,30,8
ESA,RangelandsaESA8,1,9,1,8
ESA,RangelandsaESA9,1,6,30,8
ESA,ResidentialESA1,1,1,31,12
ESA,ResidentialESA10a,1,1,31,12
ESA,ResidentialESA10b,1,1,31,12
ESA,ResidentialESA11a,1,1,31,12
ESA,ResidentialESA11b,1,1,31,12
ESA,ResidentialESA12a,1,1,31,12
ESA,ResidentialESA12b,1,1,31,12
ESA,ResidentialESA13,1,1,31,12
ESA,ResidentialESA14,1,1,31,12
ESA,ResidentialESA15a,1,1,31,12
ESA,ResidentialESA15b,1,1,31,12
ESA,ResidentialESA16a,1,1,31,12
ESA,ResidentialESA16b,1,1,31,12
ESA,ResidentialESA17a,1,1,31,12
ESA,ResidentialESA17b,1,1,31,12
ESA,ResidentialESA18a,1,1,31,12
ESA,ResidentialESA18b,1,1,31,12
ESA,ResidentialESA19a,1,1,31,12
ESA,ResidentialESA19b,1,1,31,12
ESA,ResidentialESA2,1,1,31,12
ESA,ResidentialESA20a,1,1,31,12
ESA,ResidentialESA20b,1,1,31,12
ESA,ResidentialESA21,1,1,31,12
ESA,ResidentialESA3,1,1,31,12
ESA,ResidentialESA4,1,1,31,12
ESA,ResidentialESA5,1,1,31,12
ESA,ResidentialESA6,1,1,31,12
ESA,ResidentialESA7,1,1,31,12
ESA,ResidentialESA8,1,1,31,12
ESA,ResidentialESA9,1,1,31,12
ESA,ResidentialsaESA1,1,1,31,12
ESA,ResidentialsaESA10a,1,1,31,12
ESA,ResidentialsaESA10b,1,1,31,12
ESA,ResidentialsaESA11a,1,1,31,12
ESA,ResidentialsaESA11b,1,1,31,12
ESA,ResidentialsaESA12a,1,1,31,12
ESA,ResidentialsaESA12b,1,1,31,12
ESA,ResidentialsaESA13,1,1,31,12
ESA,ResidentialsaESA14,1,1,31,12
ESA,ResidentialsaESA15a,1,1,31,12
ESA,ResidentialsaESA15b,1,1,31,12
ESA,ResidentialsaESA16a,1,1,31,12
ESA,ResidentialsaESA16b,1,1,31,12
ESA,ResidentialsaESA17a,1,1,31,12
ESA,ResidentialsaESA17b,1,1,31,12
ESA,ResidentialsaESA18a,1,1,31,12
ESA,ResidentialsaESA18b,1,1,31,12
ESA,ResidentialsaESA19a,1,1,31,12
ESA,ResidentialsaESA19b,1,1,31,12
ESA,ResidentialsaESA2,1,1,31,12
ESA,ResidentialsaESA20a,1,1,31,12
ESA,ResidentialsaESA20b,1,1,31,12
ESA,ResidentialsaESA21,1,1,31,12
ESA,ResidentialsaESA3,1,1,31,12
ESA,ResidentialsaESA4,1,1,31,12
ESA,ResidentialsaESA5,1,1,31,12
ESA,ResidentialsaESA6,1,1,31,12
ESA,ResidentialsaESA7,1,1,31,12
ESA,ResidentialsaESA8,1,1,31,12
ESA,ResidentialsaESA9,1,1,31,12
ESA,ROWESA1,1,9,2,11
ESA,ROWESA10a,1,9,2,11
ESA,ROWESA10b,1,9,2,11
ESA,ROWESA11a,1,9,2,11
ESA,ROWESA11b,1,9,2,11
ESA,ROWESA12a,1,9,2,11
ESA,ROWESA12b,1,9,2,11
ESA,ROWESA13,1,9,2,11
ESA,ROWESA14,1,9,2,11
ESA,ROWESA15a,1,9,2,11
ESA,ROWESA15b,1,9,2,11
ESA,ROWESA16a,1,9,2,11
ESA,ROWESA16b,1,9,2,11
ESA,ROWESA17a,1,9,2,11
ESA,ROWESA17b,1,9,2,11
ESA,ROWESA18a,1,9,2,11
ESA,ROWESA18b,1,9,2,11
ESA,ROWESA19a,1,9,2,11
ESA,ROWESA19b,1,9,2,11
ESA,ROWESA2,1,9,2,11
ESA,ROWESA20a,1,9,2,11
ESA,ROWESA20b,1,9,2,11
ESA,ROWESA21,1,9,2,11
ESA,ROWESA3,1,9,2,11
ESA,ROWESA4,1,9,2,11
ESA,ROWESA5,1,9,2,11
ESA,ROWESA6,1,9,2,11
ESA,ROWESA7,1,9,2,11
ESA,ROWESA8,1,9,2,11
ESA,ROWESA9,1,9,2,11
ESA,ROWsaESA1,1,9,2,11
ESA,ROWsaESA10a,1,9,2,11
ESA,ROWsaESA10b,1,9,2,11
ESA,ROWsaESA11a,1,9,2,11
ESA,ROWsaESA11b,1,9,2,11
ESA,ROWsaESA12a,1,9,2,11
ESA,ROWsaESA12b,1,9,2,11
ESA,ROWsaESA13,1,9,2,11
ESA,ROWsaESA14,1,9,2,11
ESA,ROWsaESA15a,1,9,2,11
ESA,ROWsaESA15b,1,9,2,11
ESA,ROWsaESA16a,1,9,2,11
ESA,ROWsaESA16b,1,9,2,11
ESA,ROWsaESA17a,1,9,2,11
ESA,ROWsaESA17b,1,9,2,11
ESA,ROWsaESA18a,1,9,2,11
ESA,ROWsaESA18b,1,9,2,11
ESA,ROWsaESA19a,1,9,2,11
ESA,ROWsaESA19b,1,9,2,11
ESA,ROWsaESA2,1,9,2,11
ESA,ROWsaESA20a,1,9,2,11
ESA,ROWsaESA20b,1,9,2,11
ESA,ROWsaESA21,1,9,2,11
ESA,ROWsaESA3,1,9,2,11
ESA,ROWsaESA4,1,9,2,11
ESA,ROWsaESA5,1,9,2,11
ESA,ROWsaESA6,1,9,2,11
ESA,ROWsaESA7,1,9,2,11
ESA,ROWsaESA8,1,9,2,11
ESA,ROWsaESA9,1,9,2,11
ESA,SoybeanESA1,1,6,4,9
ESA,SoybeanESA10a,10,5,20,10
ESA,SoybeanESA10b,10,5,20,10
ESA,SoybeanESA11a,25,5,20,10
ESA,SoybeanESA11b,25,5,20,10
ESA,SoybeanESA12a,1,3,1,7
ESA,SoybeanESA12b,1,3,1,7
ESA,SoybeanESA13,16,3,10,9
ESA,SoybeanESA14,16,3,10,9
ESA,SoybeanESA15a,16,3,10,9
ESA,SoybeanESA15b,16,3,10,9
ESA,SoybeanESA16a,16,3,10,9
ESA,SoybeanESA16b,16,3,10,9
ESA,SoybeanESA17a,16,5,10,9
ESA,SoybeanESA17b,16,5,10,9
ESA,SoybeanESA18a,1,4,8,9
ESA,SoybeanESA18b,1,4,8,9
ESA,SoybeanESA2,16,4,1,10
ESA,SoybeanESA20a,25,4,17,9
ESA,SoybeanESA20b,25,4,17,9
ESA,SoybeanESA3,25,4,17,9
ESA,SoybeanESA4,1,6,4,9
ESA,SoybeanESA5,1,5,25,10
ESA,SoybeanESA6,25,4,17,9
ESA,SoybeanESA7,1,5,20,10
ESA,SoybeanESA8,10,4,2,9
ESA,SoybeanESA9,5,5,12,8
ESA,SoybeansaESA1,1,6,4,9
ESA,SoybeansaESA10a,10,5,20,10
ESA,SoybeansaESA10b,10,5,20,10
ESA,SoybeansaESA11a,25,5,20,10
ESA,SoybeansaESA11b,25,5,20,10
ESA,SoybeansaESA12a,1,3,1,7
ESA,SoybeansaESA12b,1,3,1,7
ESA,SoybeansaESA13,16,3,10,9
ESA,SoybeansaESA14,16,3,10,9
ESA,SoybeansaESA15a,16,3,10,9
ESA,SoybeansaESA15b,16,3,10,9
ESA,SoybeansaESA16a,16,3,10,9
ESA,SoybeansaESA16b,16,3,10,9
ESA,SoybeansaESA17a,16,5,10,9
ESA,SoybeansaESA17b,16,5,10,9
ESA,SoybeansaESA18a,1,4,8,9
ESA,SoybeansaESA18b,1,4,8,9
ESA,SoybeansaESA2,16,4,1,10
ESA,SoybeansaESA20a,25,4,17,9
ESA,SoybeansaESA20b,25,4,17,9
ESA,SoybeansaESA3,25,4,17,9
ESA,SoybeansaESA4,1,6,4,9
ESA,SoybeansaESA5,1,5,25,10
ESA,SoybeansaESA6,25,4,17,9
ESA,SoybeansaESA7,1,5,20,10
ESA,SoybeansaESA8,10,4,2,9
ESA,SoybeansaESA9,5,5,12,8
ESA,VegetableESA1,1,6,5,10
ESA,VegetableESA10a,16,5,15,10
ESA,VegetableESA10b,16,5,15,10
ESA,VegetableESA11a,1,2,7,5
ESA,VegetableESA11b,1,2,7,5
ESA,VegetableESA12a,1,2,7,5
ESA,VegetableESA12b,1,2,7,5
ESA,VegetableESA13,1,2,7,5
ESA,VegetableESA14,1,2,7,5
ESA,VegetableESA15a,16,2,12,5
ESA,VegetableESA15b,16,2,12,5
ESA,VegetableESA16a,1,2,7,5
ESA,VegetableESA16b,1,2,7,5
ESA,VegetableESA17a,16,6,2,9
ESA,VegetableESA17b,16,6,2,9
ESA,VegetableESA18a,1,2,7,5
ESA,VegetableESA18b,1,2,7,5
ESA,VegetableESA19a,16,6,2,9
ESA,VegetableESA19b,16,6,2,9
ESA,VegetableESA2,10,5,10,10
ESA,VegetableESA20a,1,2,15,5
ESA,VegetableESA20b,1,2,15,5
ESA,VegetableESA21,1,2,15,5
ESA,VegetableESA3,1,1,1,5
ESA,VegetableESA4,30,4,15,8
ESA,VegetableESA5,1,6,4,9
ESA,VegetableESA6,1,1,1,5
ESA,VegetableESA7,16,6,2,9
ESA,VegetableESA8,10,4,31,7
ESA,VegetableESA9,16,5,15,10
ESA,VegetablesaESA1,1,6,5,10
ESA,VegetablesaESA10a,16,5,15,10
ESA,VegetablesaESA10b,16,5,15,10
ESA,VegetablesaESA11a,1,2,7,5
ESA,VegetablesaESA11b,1,2,7,5
ESA,VegetablesaESA12a,1,2,7,5
ESA,VegetablesaESA12b,1,2,7,5
ESA,VegetablesaESA13,1,2,7,5
ESA,VegetablesaESA14,1,2,7,5
ESA,VegetablesaESA15a,16,2,12,5
ESA,VegetablesaESA15b,16,2,12,5
ESA,VegetablesaESA16a,1,2,7,5
ESA,VegetablesaESA16b,1,2,7,5
ESA,VegetablesaESA17a,16,6,2,9
ESA,VegetablesaESA17b,16,6,2,9
ESA,VegetablesaESA18a,1,2,7,5
ESA,VegetablesaESA18b,1,2,7,5
ESA,VegetablesaESA19a,16,6,2,9
ESA,VegetablesaESA19b,16,6,2,9
ESA,VegetablesaESA2,10,5,10,10
ESA,VegetablesaESA20a,1,2,15,5
ESA,VegetablesaESA20b,1,2,15,5
ESA,VegetablesaESA21,1,2,15,5
ESA,VegetablesaESA3,1,1,1,5
ESA,VegetablesaESA4,30,4,15,8
ESA,VegetablesaESA5,1,6,4,9
ESA,VegetablesaESA6,1,1,1,5
ESA,VegetablesaESA7,16,6,2,9
ESA,VegetablesaESA8,10,4,31,7
ESA,VegetablesaESA9,16,5,15,10
ESA,WAUESA1,1,9,2,11
ESA,WAUESA10a,1,9,2,11
ESA,WAUESA10b,1,9,2,11
ESA,WAUESA11a,1,9,2,11
ESA,WAUESA11b,1,9,2,11
ESA,WAUESA12a,1,9,2,11
ESA,WAUESA12b,1,9,2,11
ESA,WAUESA13,1,9,2,11
ESA,WAUESA14,1,9,2,11
ESA,WAUESA15a,1,9,2,11
ESA,WAUESA15b,1,9,2,11
ESA,WAUESA16a,1,9,2,11
ESA,WAUESA16b,1,9,2,11
ESA,WAUESA17a,1,9,2,11
ESA,WAUESA17b,1,9,2,11
ESA,WAUESA18a,1,9,2,11
ESA,WAUESA18b,1,9,2,11
ESA,WAUESA19a,1,9,2,11
ESA,WAUESA19b,1,9,2,11
ESA,WAUESA2,1,9,2,11
ESA,WAUESA20a,1,9,2,11
ESA,WAUESA20b,1,9,2,11
ESA,WAUESA21,1,9,2,11
ESA,WAUESA3,1,9,2,11
ESA,WAUESA4,1,9,2,11
ESA,WAUESA5,1,9,2,11
ESA,WAUESA6,1,9,2,11
ESA,WAUESA7,1,9,2,11
